16	1	3	2303
16	1	1	781
16	0	16	2779
16	0	16	1683
16	1	1	1273
16	0	16	1617
16	0	16	1379
16	0	16	1153
16	1	13	2712
16	0	16	1235
16	1	4	1845
16	1	3	2504
16	0	16	549
16	0	16	2711
16	0	16	857
16	1	19	1308
16	1	17	827
16	0	16	446
16	0	16	1126
16	0	16	219
16	0	16	457
16	1	1	1329
16	1	3	2339
16	1	13	1049
16	0	16	1442
16	0	16	1816
16	0	16	1624
16	0	16	930
16	1	13	2953
16	0	16	85
16	0	16	569
16	1	13	61
16	1	3	439
16	1	3	1622
16	0	16	277
16	0	16	201
16	1	3	2477
16	0	16	1694
16	1	12	2253
16	0	16	692
16	1	4	1040
16	1	1	1252
16	0	16	979
16	0	16	884
16	0	16	1867
16	0	16	70
16	0	16	1405
16	1	1	72
16	1	13	653
16	1	1	1705
16	1	7	1093
16	1	3	1634
16	0	16	2619
16	1	1	918
16	1	3	2778
16	0	16	2552
16	0	16	9
16	0	16	1790
16	1	3	1647
16	1	14	1116
16	1	13	2292
16	1	19	2738
16	0	16	346
16	0	16	2229
16	1	19	706
16	0	16	1525
16	1	19	1490
16	1	3	2417
16	1	1	239
16	0	16	1804
16	0	16	2832
16	1	13	1365
16	0	16	2854
16	1	7	1128
16	0	16	226
16	1	13	459
16	0	16	926
16	1	4	1880
16	0	16	281
16	1	1	1887
16	1	13	1051
16	0	16	1378
16	0	16	2579
16	0	16	2408
16	1	1	1761
16	0	16	2001
16	1	3	2364
16	1	1	703
16	0	16	432
16	0	16	888
16	0	16	2507
16	1	4	860
16	1	3	2559
16	0	16	2377
16	0	16	1589
16	0	16	2081
16	1	4	1429
16	0	16	1631
16	1	3	438
16	0	16	550
16	1	19	722
16	0	16	1619
16	0	16	366
16	1	1	1483
16	0	16	1792
16	1	19	707
16	0	16	2412
16	1	3	2571
16	1	1	98
16	1	4	1532
16	0	16	2605
16	1	1	2617
16	1	12	2657
16	1	1	1589
16	1	3	2400
16	0	16	2268
16	0	16	764
16	0	16	2569
16	1	5	1183
16	1	13	465
16	1	13	2902
16	0	16	1411
16	0	16	2748
16	0	16	2831
16	1	13	2870
16	0	16	956
16	0	16	5
16	0	16	1264
16	0	16	1831
16	0	16	1103
16	0	16	2003
16	1	3	504
16	0	16	2437
16	0	16	1124
16	1	1	1820
16	0	16	940
16	0	16	14
16	0	16	2651
16	0	16	803
16	1	1	2970
16	0	16	1658
16	1	1	949
16	1	12	2350
16	0	16	746
16	0	16	1743
16	1	13	2285
16	1	4	1713
16	0	16	1995
16	0	16	1774
16	1	1	840
16	1	1	1255
16	1	1	2635
16	0	16	824
16	1	1	2202
16	0	16	444
16	0	16	1846
16	1	13	713
16	1	3	2506
16	0	16	2706
16	0	16	1107
16	1	4	539
16	1	1	789
16	0	16	1342
16	1	13	56
16	0	16	478
16	1	19	148
16	0	16	1647
16	1	8	1160
16	1	4	1981
16	1	17	2813
16	0	16	504
16	0	16	2974
16	0	16	832
16	1	1	1331
16	1	3	2808
16	0	16	512
16	0	16	2451
16	1	13	62
16	0	16	1951
16	1	13	2575
16	0	16	2324
16	1	19	2165
16	0	16	2798
16	0	16	2339
16	1	4	998
16	0	16	1904
16	1	1	944
16	0	16	910
16	1	1	810
16	0	16	777
16	1	3	1951
16	1	13	1053
16	0	16	99
16	1	1	1333
16	1	1	742
16	0	16	460
16	1	3	2330
16	1	1	1703
16	1	12	1220
16	1	4	3
16	0	16	1794
16	0	16	2625
16	0	16	725
16	0	16	2167
16	1	3	2369
16	1	3	2420
16	0	16	2572
16	0	16	1865
16	0	16	24
16	1	19	1574
16	0	16	676
16	1	19	1306
16	1	4	1990
16	1	13	2893
16	0	16	2970
16	1	17	826
16	0	16	1717
16	1	13	673
16	0	16	921
16	0	16	2584
16	0	16	781
16	1	8	1148
16	1	3	216
16	1	4	1816
16	0	16	2010
16	1	1	1246
16	0	16	1212
16	1	13	1587
16	1	13	1068
16	0	16	433
16	1	17	1676
16	0	16	1713
16	1	1	19
16	0	16	61
16	1	3	519
16	1	1	1507
16	0	16	819
16	0	16	1244
16	0	16	1298
16	0	16	1486
16	1	1	812
16	1	4	1530
16	0	16	430
16	0	16	894
16	1	3	1468
16	0	16	2186
16	1	1	905
16	0	16	1243
16	0	16	2741
16	1	4	2455
16	0	16	209
16	1	3	2415
16	0	16	2308
16	1	13	350
16	1	1	1406
16	1	1	2621
16	1	4	2456
16	1	3	2527
16	1	1	120
16	1	1	894
16	1	1	1042
16	1	1	1903
16	0	16	1826
16	0	16	1534
16	0	16	935
16	1	4	1718
16	1	4	1927
16	1	4	890
16	1	13	1050
16	1	1	1782
16	0	16	212
16	1	3	223
16	1	13	2711
16	0	16	1751
16	0	16	235
16	0	16	601
16	0	16	2905
16	1	13	140
16	1	1	1739
16	1	3	2451
16	0	16	1708
16	0	16	2566
16	1	1	786
16	1	8	1147
16	0	16	2043
16	0	16	1006
16	0	16	483
16	1	3	2556
16	1	4	1030
16	0	16	2055
16	0	16	1962
16	0	16	515
16	0	16	674
16	0	16	220
16	1	11	2821
16	1	1	904
16	1	3	501
16	1	1	1597
16	0	16	1517
16	0	16	193
16	0	16	1971
16	0	16	2504
16	1	13	2708
16	1	1	1262
16	1	4	780
16	0	16	2403
16	1	19	38
16	1	4	1930
16	0	16	2276
16	0	16	709
16	1	4	862
16	1	4	887
16	0	16	816
16	1	3	2525
16	0	16	1323
16	0	16	2051
16	1	3	2323
16	1	3	2543
16	1	1	808
16	0	16	994
16	1	1	1274
16	0	16	2774
16	1	3	2310
16	0	16	2176
16	1	4	252
16	0	16	213
16	0	16	1273
16	1	4	957
16	1	19	1572
16	0	16	616
16	0	16	2694
16	1	17	825
16	1	1	1753
16	0	16	625
16	0	16	1384
16	1	1	1318
16	0	16	418
16	1	13	740
16	0	16	789
16	1	4	2007
16	0	16	780
16	1	1	1751
16	0	16	1891
16	1	3	2495
16	0	16	2701
16	0	16	805
16	0	16	2865
16	0	16	15
16	0	16	13
16	0	16	665
16	0	16	2975
16	0	16	752
16	0	16	807
16	1	4	2030
16	0	16	424
16	0	16	1088
16	1	1	2849
16	0	16	2383
16	0	16	1607
16	0	16	2304
16	1	4	1036
16	0	16	1715
16	0	16	2301
16	0	16	1300
16	1	13	670
16	1	4	1983
16	1	13	134
16	0	16	2730
16	1	11	1216
16	1	1	297
16	0	16	466
16	1	3	1643
16	1	4	877
16	1	13	2682
16	1	13	1084
16	1	1	790
16	1	19	727
16	0	16	2674
16	0	16	798
16	1	8	1152
16	1	12	2274
16	1	4	976
16	1	1	1324
16	1	4	959
16	1	4	955
16	0	16	1162
16	1	4	1879
16	0	16	1758
16	0	16	948
16	0	16	971
16	0	16	1909
16	0	16	2044
16	0	16	689
16	0	16	323
16	0	16	1488
16	0	16	2634
16	0	16	1184
16	1	1	577
16	1	13	2199
16	0	16	467
16	0	16	2271
16	0	16	3
16	0	16	694
16	1	13	1381
16	0	16	1656
16	1	8	1157
16	1	19	130
16	1	3	2311
16	1	4	1922
16	0	16	1116
16	1	1	273
16	1	12	644
16	0	16	1435
16	0	16	2443
16	0	16	1970
16	1	13	2901
16	1	11	2822
16	0	16	1746
16	1	4	1932
16	1	19	725
16	1	3	1637
16	1	3	2785
16	1	1	564
16	0	16	1354
16	1	13	2898
16	1	1	1342
16	0	16	636
16	1	19	154
16	0	16	47
16	1	7	1165
16	1	13	646
16	1	3	2448
16	0	16	1725
16	0	16	215
16	1	13	2699
16	0	16	1677
16	0	16	310
16	0	16	381
16	1	1	1737
16	1	1	1254
16	0	16	1770
16	1	3	2488
16	1	1	299
16	1	6	1201
16	0	16	486
16	0	16	737
16	0	16	350
16	0	16	1457
16	1	13	1070
16	1	12	2662
16	0	16	1255
16	1	1	1762
16	0	16	1376
16	0	16	2223
16	1	1	820
16	0	16	2127
16	0	16	1897
16	1	3	2496
16	0	16	1745
16	1	13	711
16	1	3	2774
16	1	13	1059
